17:16:35.758881 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.779537 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.782843 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.788261 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], ack 1, win 1339, options [nop,nop,TS val 3280187 ecr 3060180,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 4086075562], length 0
17:16:38.572375 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 36941:38369, ack 1, win 1339, options [nop,nop,TS val 3282204 ecr 3062197,mptcp dss ack 4086075562 seq 1489215656 subseq 36941 len 1428 csum 0xf3d], length 1428
17:16:38.585701 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 36941:38369, ack 1, win 1339, options [nop,nop,TS val 3282204 ecr 3062197,mptcp dss ack 4086075562 seq 1489215656 subseq 36941 len 1428 csum 0xf3d], length 1428
17:16:38.619245 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 34085:35513, ack 1, win 1339, options [nop,nop,TS val 3283015 ecr 3062708,mptcp dss ack 4086075562 seq 1489212800 subseq 34085 len 1428 csum 0xca24], length 1428
17:16:38.680971 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 41225:42653, ack 1, win 1339, options [nop,nop,TS val 3282482 ecr 3062415,mptcp dss ack 4086075562 seq 1489219940 subseq 41225 len 1428 csum 0x5ade], length 1428
17:16:38.715397 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 42653:44081, ack 1, win 1339, options [nop,nop,TS val 3282700 ecr 3062596,mptcp dss ack 4086075562 seq 1489221368 subseq 42653 len 1428 csum 0x7a7c], length 1428
17:16:38.784042 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 46937:48365, ack 1, win 1339, options [nop,nop,TS val 3283182 ecr 3062778,mptcp dss ack 4086075562 seq 1489225652 subseq 46937 len 1428 csum 0x4761], length 1428
17:16:38.796244 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 48365:49793, ack 1, win 1339, options [nop,nop,TS val 3283182 ecr 3062778,mptcp dss ack 4086075562 seq 1489227080 subseq 48365 len 1428 csum 0xd967], length 1428
17:16:38.882652 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 44081:45509, ack 1, win 1339, options [nop,nop,TS val 3282700 ecr 3062596,mptcp dss ack 4086075562 seq 1489222796 subseq 44081 len 1428 csum 0x6b22], length 1428
17:16:38.901982 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 45509:46937, ack 1, win 1339, options [nop,nop,TS val 3282795 ecr 3062678,mptcp dss ack 4086075562 seq 1489224224 subseq 45509 len 1428 csum 0xf8c7], length 1428
17:16:38.996774 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 49793:51221, ack 1, win 1339, options [nop,nop,TS val 3283394 ecr 3062900,mptcp dss ack 4086075562 seq 1489228508 subseq 49793 len 1428 csum 0x9518], length 1428
17:16:39.009016 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 51221:52649, ack 1, win 1339, options [nop,nop,TS val 3283394 ecr 3062900,mptcp dss ack 4086075562 seq 1489229936 subseq 51221 len 1428 csum 0x639d], length 1428
17:16:39.085527 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 34085:35513, ack 1, win 1339, options [nop,nop,TS val 3283015 ecr 3062708,mptcp dss ack 4086075562 seq 1489212800 subseq 34085 len 1428 csum 0xca24], length 1428
17:16:39.099711 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 52649:54077, ack 1, win 1339, options [nop,nop,TS val 3283410 ecr 3062984,mptcp dss ack 4086075562 seq 1489231364 subseq 52649 len 1428 csum 0xa011], length 1428
17:16:39.176212 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 54077:55505, ack 1, win 1339, options [nop,nop,TS val 3283507 ecr 3063079,mptcp dss ack 4086075562 seq 1489232792 subseq 54077 len 1428 csum 0x9d1d], length 1428
17:16:39.189558 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 55505:56933, ack 1, win 1339, options [nop,nop,TS val 3283588 ecr 3063113,mptcp dss ack 4086075562 seq 1489234220 subseq 55505 len 1428 csum 0xd517], length 1428
17:16:39.302318 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 56933:58361, ack 1, win 1339, options [nop,nop,TS val 3283701 ecr 3063281,mptcp dss ack 4086075562 seq 1489235648 subseq 56933 len 1428 csum 0xeaa1], length 1428
17:16:39.387362 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 58361:59789, ack 1, win 1339, options [nop,nop,TS val 3283784 ecr 3063300,mptcp dss ack 4086075562 seq 1489237076 subseq 58361 len 1428 csum 0x58af], length 1428
17:16:39.883880 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 59789:61217, ack 1, win 1339, options [nop,nop,TS val 3284207 ecr 3063685,mptcp dss ack 4086075562 seq 1489238504 subseq 59789 len 1428 csum 0xe594], length 1428
17:16:39.902133 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 61217:62645, ack 1, win 1339, options [nop,nop,TS val 3284207 ecr 3063685,mptcp dss ack 4086075562 seq 1489239932 subseq 61217 len 1428 csum 0x73cd], length 1428
17:16:39.922424 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 62645:64073, ack 1, win 1339, options [nop,nop,TS val 3284295 ecr 3063794,mptcp dss ack 4086075562 seq 1489241360 subseq 62645 len 1428 csum 0xc553], length 1428
17:16:40.004519 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 64073:65501, ack 1, win 1339, options [nop,nop,TS val 3284391 ecr 3063884,mptcp dss ack 4086075562 seq 1489242788 subseq 64073 len 1428 csum 0x9fd3], length 1428
17:16:40.091875 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 46937:48365, ack 1, win 1339, options [nop,nop,TS val 3284391 ecr 3063984,mptcp dss ack 4086075562 seq 1489225652 subseq 46937 len 1428 csum 0x4761], length 1428
17:16:40.099723 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 65501:66929, ack 1, win 1339, options [nop,nop,TS val 3284495 ecr 3064095,mptcp dss ack 4086075562 seq 1489244216 subseq 65501 len 1428 csum 0x80e8], length 1428
17:16:40.302402 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 66929:68357, ack 1, win 1339, options [nop,nop,TS val 3284701 ecr 3064107,mptcp dss ack 4086075562 seq 1489245644 subseq 66929 len 1428 csum 0x845], length 1428
17:16:40.610595 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 68357:69785, ack 1, win 1339, options [nop,nop,TS val 3285008 ecr 3064585,mptcp dss ack 4086075562 seq 1489247072 subseq 68357 len 1428 csum 0x4d3d], length 1428
17:16:40.785815 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 69785:71213, ack 1, win 1339, options [nop,nop,TS val 3285184 ecr 3064610,mptcp dss ack 4086075562 seq 1489248500 subseq 69785 len 1428 csum 0x16ec], length 1428
17:16:40.805035 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 71213:72641, ack 1, win 1339, options [nop,nop,TS val 3285203 ecr 3064710,mptcp dss ack 4086075562 seq 1489249928 subseq 71213 len 1428 csum 0x5199], length 1428
17:16:40.927221 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 72641:74069, ack 1, win 1339, options [nop,nop,TS val 3285325 ecr 3064803,mptcp dss ack 4086075562 seq 1489251356 subseq 72641 len 1428 csum 0x8246], length 1428
17:16:41.002871 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 74069:75497, ack 1, win 1339, options [nop,nop,TS val 3285325 ecr 3064983,mptcp dss ack 4086075562 seq 1489252784 subseq 74069 len 1428 csum 0x21a7], length 1428
17:16:41.023692 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 75497:76925, ack 1, win 1339, options [nop,nop,TS val 3285396 ecr 3065002,mptcp dss ack 4086075562 seq 1489254212 subseq 75497 len 1428 csum 0x8c8e], length 1428
17:16:41.220949 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 76925:78353, ack 1, win 1339, options [nop,nop,TS val 3285620 ecr 3065190,mptcp dss ack 4086075562 seq 1489255640 subseq 76925 len 1428 csum 0x2219], length 1428
17:16:41.239826 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 78353:79781, ack 1, win 1339, options [nop,nop,TS val 3285620 ecr 3065190,mptcp dss ack 4086075562 seq 1489257068 subseq 78353 len 1428 csum 0x5d75], length 1428
17:16:41.404429 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 79781:81209, ack 1, win 1339, options [nop,nop,TS val 3285802 ecr 3065308,mptcp dss ack 4086075562 seq 1489258496 subseq 79781 len 1428 csum 0x9d48], length 1428
17:16:41.515408 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 81209:82637, ack 1, win 1339, options [nop,nop,TS val 3285914 ecr 3065524,mptcp dss ack 4086075562 seq 1489259924 subseq 81209 len 1428 csum 0x6ee0], length 1428
17:16:41.696002 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 82637:84065, ack 1, win 1339, options [nop,nop,TS val 3286094 ecr 3065631,mptcp dss ack 4086075562 seq 1489261352 subseq 82637 len 1428 csum 0xec0f], length 1428
17:16:41.715467 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 84065:85493, ack 1, win 1339, options [nop,nop,TS val 3286094 ecr 3065631,mptcp dss ack 4086075562 seq 1489262780 subseq 84065 len 1428 csum 0x31b4], length 1428
17:16:41.795604 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 85493:86921, ack 1, win 1339, options [nop,nop,TS val 3286193 ecr 3065719,mptcp dss ack 4086075562 seq 1489264208 subseq 85493 len 1428 csum 0xeaaf], length 1428
17:16:41.907846 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 86921:88349, ack 1, win 1339, options [nop,nop,TS val 3286306 ecr 3065811,mptcp dss ack 4086075562 seq 1489265636 subseq 86921 len 1428 csum 0x34c8], length 1428
17:16:42.010092 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 88349:89777, ack 1, win 1339, options [nop,nop,TS val 3286321 ecr 3065925,mptcp dss ack 4086075562 seq 1489267064 subseq 88349 len 1428 csum 0x39b2], length 1428
17:16:42.131764 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 89777:91205, ack 1, win 1339, options [nop,nop,TS val 3286525 ecr 3066101,mptcp dss ack 4086075562 seq 1489268492 subseq 89777 len 1428 csum 0x4ed], length 1428
17:16:42.228449 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 91205:92633, ack 1, win 1339, options [nop,nop,TS val 3286623 ecr 3066125,mptcp dss ack 4086075562 seq 1489269920 subseq 91205 len 1428 csum 0x2c79], length 1428
17:16:42.311162 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 92633:94061, ack 1, win 1339, options [nop,nop,TS val 3286710 ecr 3066210,mptcp dss ack 4086075562 seq 1489271348 subseq 92633 len 1428 csum 0xc04b], length 1428
17:16:42.423939 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 94061:95489, ack 1, win 1339, options [nop,nop,TS val 3286822 ecr 3066409,mptcp dss ack 4086075562 seq 1489272776 subseq 94061 len 1428 csum 0x492e], length 1428
17:16:42.506372 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 95489:96917, ack 1, win 1339, options [nop,nop,TS val 3286904 ecr 3066502,mptcp dss ack 4086075562 seq 1489274204 subseq 95489 len 1428 csum 0x6a9e], length 1428
17:16:42.608469 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 96917:98345, ack 1, win 1339, options [nop,nop,TS val 3287003 ecr 3066594,mptcp dss ack 4086075562 seq 1489275632 subseq 96917 len 1428 csum 0xfcba], length 1428
17:16:42.634006 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [S], seq 1319618645, win 65535, options [mss 1460,sackOK,TS val 3066800 ecr 0,nop,wscale 6,mptcp join id 2 token 0xee51874d nonce 0xf2b4c1bf], length 0
17:16:42.639031 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 98345:99773, ack 1, win 1339, options [nop,nop,TS val 3287003 ecr 3066594,mptcp dss ack 4086075562 seq 1489277060 subseq 98345 len 1428 csum 0x4ac3], length 1428
17:16:42.727711 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [S.], seq 1575276162, ack 1319618646, win 65535, options [mss 1460,sackOK,TS val 3287034 ecr 3066800,nop,wscale 6,mptcp join id 5 hmac 0x8e51ae8bd63143c7 nonce 0xc47dbaa2], length 0
17:16:42.914758 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 99773:101201, ack 1, win 1339, options [nop,nop,TS val 3287110 ecr 3066637,mptcp dss ack 4086075562 seq 1489278488 subseq 99773 len 1428 csum 0xfe1f], length 1428
17:16:42.937471 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 101201:102629, ack 1, win 1339, options [nop,nop,TS val 3287209 ecr 3066799,mptcp dss ack 4086075562 seq 1489279916 subseq 101201 len 1428 csum 0x7180], length 1428
17:16:43.021912 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [S.], seq 327071983, ack 2400029542, win 65535, options [mss 1460,sackOK,TS val 3287333 ecr 3066800,nop,wscale 6,mptcp join id 3 hmac 0x9fc5c9de2eb6c3ab nonce 0xc9ee55fb], length 0
17:16:43.112322 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [S.], seq 327071983, ack 2400029542, win 65535, options [mss 1460,sackOK,TS val 3287333 ecr 3066800,nop,wscale 6,mptcp join id 3 hmac 0x9fc5c9de2eb6c3ab nonce 0xc9ee55fb], length 0
17:16:43.123463 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3287522 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:43.123742 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3287522 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:43.144977 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3287522 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:43.234432 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 102629:104057, ack 1, win 1339, options [nop,nop,TS val 3287632 ecr 3066826,mptcp dss ack 4086075562 seq 1489281344 subseq 102629 len 1428 csum 0x7efa], length 1428
17:16:43.316619 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 104057:105485, ack 1, win 1339, options [nop,nop,TS val 3287715 ecr 3066918,mptcp dss ack 4086075562 seq 1489282772 subseq 104057 len 1428 csum 0x769d], length 1428
17:16:43.336022 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 105485:106913, ack 1, win 1339, options [nop,nop,TS val 3287735 ecr 3067101,mptcp dss ack 4086075562 seq 1489284200 subseq 105485 len 1428 csum 0x814e], length 1428
17:16:43.523197 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 106913:108341, ack 1, win 1339, options [nop,nop,TS val 3287922 ecr 3067295,mptcp dss ack 4086075562 seq 1489285628 subseq 106913 len 1428 csum 0xda75], length 1428
17:16:43.601550 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1, win 7300, options [nop,nop,TS val 3067819 ecr 3287034,mptcp join hmac 0x60b8d2ddce1cffdb92863bfc3780fb9bcc3c9e3b], length 0
17:16:43.604949 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 108341:109769, ack 1, win 1339, options [nop,nop,TS val 3288003 ecr 3067325,mptcp dss ack 4086075562 seq 1489287056 subseq 108341 len 1428 csum 0x5fa9], length 1428
17:16:43.625645 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], ack 1, win 2678, options [nop,nop,TS val 3288008 ecr 3067819,mptcp dss ack 4086075562], length 0
17:16:43.644240 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 3288008 ecr 3067819,mptcp dss ack 4086075562 seq 1489288484 subseq 1 len 1428 csum 0x3034], length 1428
17:16:43.713952 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 3288008 ecr 3067819,mptcp dss ack 4086075562 seq 1489289912 subseq 1429 len 1428 csum 0x5eaf], length 1428
17:16:43.802818 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 3288009 ecr 3067819,mptcp dss ack 4086075562 seq 1489291340 subseq 2857 len 1428 csum 0x1138], length 1428
17:16:43.822246 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 4285:5713, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489292768 subseq 4285 len 1428 csum 0xff3e], length 1428
17:16:43.903218 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 5713:7141, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489294196 subseq 5713 len 1428 csum 0xae07], length 1428
17:16:43.925081 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 7141:8569, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489295624 subseq 7141 len 1428 csum 0x26f6], length 1428
17:16:44.020931 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 8569:9997, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489297052 subseq 8569 len 1428 csum 0x1d64], length 1428
17:16:44.045185 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 9997:11425, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489298480 subseq 9997 len 1428 csum 0x220d], length 1428
17:16:44.117101 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 11425:12853, ack 1, win 2678, options [nop,nop,TS val 3288010 ecr 3067819,mptcp dss ack 4086075562 seq 1489299908 subseq 11425 len 1428 csum 0x64d3], length 1428
17:16:44.137710 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 109769:111197, ack 1, win 2678, options [nop,nop,TS val 3288034 ecr 3067412,mptcp dss ack 4086075562 seq 1489302764 subseq 109769 len 1428 csum 0x6fec], length 1428
17:16:44.148978 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 111197:112625, ack 1, win 2678, options [nop,nop,TS val 3288121 ecr 3067500,mptcp dss ack 4086075562 seq 1489304192 subseq 111197 len 1428 csum 0x2b14], length 1428
17:16:44.226067 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 112625:114053, ack 1, win 2678, options [nop,nop,TS val 3288319 ecr 3067624,mptcp dss ack 4086075562 seq 1489305620 subseq 112625 len 1428 csum 0xa4dd], length 1428
17:16:44.307607 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 114053:115481, ack 1, win 2678, options [nop,nop,TS val 3288319 ecr 3067624,mptcp dss ack 4086075562 seq 1489307048 subseq 114053 len 1428 csum 0x5e58], length 1428
17:16:44.316857 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1429, win 7665, options [nop,nop,TS val 3068632 ecr 3288008,mptcp dss ack 1489289912], length 0
17:16:44.326799 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [S.], seq 327071983, ack 2400029542, win 65535, options [mss 1460,sackOK,TS val 3288384 ecr 3066800,nop,wscale 6,mptcp join id 3 hmac 0x9fc5c9de2eb6c3ab nonce 0xc9ee55fb], length 0
17:16:44.340507 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3288576 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:44.340791 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3288576 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:44.420678 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [S.], seq 2785565331, ack 110740505, win 65535, options [mss 1460,sackOK,TS val 3288576 ecr 3066800,nop,wscale 6,mptcp join id 6 hmac 0x6e86aad871e32af nonce 0x7b2f80c8], length 0
17:16:44.427221 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 115481:116909, ack 1, win 2678, options [nop,nop,TS val 3288628 ecr 3068038,mptcp dss ack 4086075562 seq 1489308476 subseq 115481 len 1428 csum 0xbf45], length 1428
17:16:44.443379 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [S.], seq 327071983, ack 2400029542, win 65535, options [mss 1460,sackOK,TS val 3288384 ecr 3066800,nop,wscale 6,mptcp join id 3 hmac 0x9fc5c9de2eb6c3ab nonce 0xc9ee55fb], length 0
17:16:44.447375 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 116909:118337, ack 1, win 2678, options [nop,nop,TS val 3288628 ecr 3068038,mptcp dss ack 4086075562 seq 1489309904 subseq 116909 len 1428 csum 0x5153], length 1428
17:16:44.463160 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1429, win 7711, options [nop,nop,TS val 3068734 ecr 3288008,nop,nop,sack 1 {4285:5713},mptcp dss ack 1489289912], length 0
17:16:44.535253 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 14281:15709, ack 1, win 2678, options [nop,nop,TS val 3288716 ecr 3068632,mptcp dss ack 4086075562 seq 1489311332 subseq 14281 len 1428 csum 0x7fa5], length 1428
17:16:44.554204 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 15709:17137, ack 1, win 2678, options [nop,nop,TS val 3288716 ecr 3068632,mptcp dss ack 4086075562 seq 1489312760 subseq 15709 len 1428 csum 0xff5a], length 1428
17:16:44.621580 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 17137:18565, ack 1, win 2678, options [nop,nop,TS val 3288940 ecr 3068734,mptcp dss ack 4086075562 seq 1489314188 subseq 17137 len 1428 csum 0x650c], length 1428
17:16:44.635980 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 118337:119765, ack 1, win 2678, options [nop,nop,TS val 3288940 ecr 3068328,mptcp dss ack 4086075562 seq 1489315616 subseq 118337 len 1428 csum 0xcc2a], length 1428
17:16:44.725885 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 119765:121193, ack 1, win 2678, options [nop,nop,TS val 3288940 ecr 3068328,mptcp dss ack 4086075562 seq 1489317044 subseq 119765 len 1428 csum 0x7c45], length 1428
17:16:44.751521 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 121193:122621, ack 1, win 2678, options [nop,nop,TS val 3288940 ecr 3068328,mptcp dss ack 4086075562 seq 1489318472 subseq 121193 len 1428 csum 0xfb23], length 1428
17:16:44.828037 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1429, win 7757, options [nop,nop,TS val 3069013 ecr 3288008,nop,nop,sack 2 {7141:8569}{4285:5713},mptcp dss ack 1489289912], length 0
17:16:44.838304 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 122621:124049, ack 1, win 2678, options [nop,nop,TS val 3288940 ecr 3068328,mptcp dss ack 4086075562 seq 1489319900 subseq 122621 len 1428 csum 0xc43], length 1428
17:16:44.917906 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1429, win 7802, options [nop,nop,TS val 3069029 ecr 3288008,nop,nop,sack 2 {7141:9997}{4285:5713},mptcp dss ack 1489289912], length 0
17:16:44.930772 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 3289228 ecr 3069013,mptcp dss ack 4086075562 seq 1489289912 subseq 1429 len 1428 csum 0x5eaf], length 1428
17:16:45.012351 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 3289317 ecr 3069029,mptcp dss ack 4086075562 seq 1489291340 subseq 2857 len 1428 csum 0x1138], length 1428
17:16:45.045602 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 1429, win 7848, options [nop,nop,TS val 3069144 ecr 3288008,nop,nop,sack 2 {11425:12853}{7141:9997},mptcp dss ack 1489289912], length 0
17:16:45.058416 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], ack 1, win 4017, options [nop,nop,TS val 3289331 ecr 3068817,mptcp dss ack 4086075562], length 0
17:16:45.058658 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], ack 1, win 4017, options [nop,nop,TS val 3289331 ecr 3068817,mptcp dss ack 4086075562], length 0
