20:39:27.394094 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.447362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.725070 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2869940821, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.782699 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.880074 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:28.098322 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.098743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.160645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.246514 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.246886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.295929 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.393101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.393429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.407236 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.628838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.629195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.704360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755620 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755926 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.824533 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.915682 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:28.916004 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042490 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.234980 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.235268 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.495350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 9080, options [nop,nop,TS val 785271 ecr 1004417,nop,nop,sack 1 {14281:15709},mptcp dss ack 1969139734], length 0
20:39:32.900389 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13140, options [nop,nop,TS val 788675 ecr 1007496,nop,nop,sack 2 {47125:51409}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:32.900735 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13140, options [nop,nop,TS val 788675 ecr 1007496,nop,nop,sack 2 {47125:51409}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:32.948921 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 12593, options [nop,nop,TS val 788193 ecr 1007496,nop,nop,sack 2 {42841:45697}{39985:41413},mptcp dss ack 1969141162], length 0
20:39:33.017189 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13277, options [nop,nop,TS val 788793 ecr 1007496,nop,nop,sack 2 {47125:52837}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.017468 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13277, options [nop,nop,TS val 788793 ecr 1007496,nop,nop,sack 2 {47125:52837}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.102806 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 12867, options [nop,nop,TS val 788391 ecr 1007496,nop,nop,sack 2 {47125:48553}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.194117 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13004, options [nop,nop,TS val 788530 ecr 1007496,nop,nop,sack 2 {47125:49981}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.219938 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13414, options [nop,nop,TS val 788996 ecr 1007496,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.220250 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13414, options [nop,nop,TS val 788996 ecr 1007496,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.332660 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13140, options [nop,nop,TS val 788675 ecr 1007496,nop,nop,sack 2 {47125:51409}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.368593 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 41413, win 13551, options [nop,nop,TS val 789088 ecr 1009013,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.368866 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 41413, win 13551, options [nop,nop,TS val 789088 ecr 1009013,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.379923 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13277, options [nop,nop,TS val 788793 ecr 1007496,nop,nop,sack 2 {47125:52837}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.523867 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 38557, win 13414, options [nop,nop,TS val 788996 ecr 1007496,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.525369 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13688, options [nop,nop,TS val 789187 ecr 1009113,nop,nop,sack 1 {47125:54265},mptcp dss ack 1969216846], length 0
20:39:33.525660 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13688, options [nop,nop,TS val 789187 ecr 1009113,nop,nop,sack 1 {47125:54265},mptcp dss ack 1969216846], length 0
20:39:33.641092 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13825, options [nop,nop,TS val 789312 ecr 1009113,nop,nop,sack 1 {47125:55693},mptcp dss ack 1969216846], length 0
20:39:33.641513 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13825, options [nop,nop,TS val 789312 ecr 1009113,nop,nop,sack 1 {47125:55693},mptcp dss ack 1969216846], length 0
20:39:33.705293 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14007, options [nop,nop,TS val 789437 ecr 1009113,nop,nop,sack 1 {47125:57121},mptcp dss ack 1969216846], length 0
20:39:33.705614 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14007, options [nop,nop,TS val 789437 ecr 1009113,nop,nop,sack 1 {47125:57121},mptcp dss ack 1969216846], length 0
20:39:33.712127 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 41413, win 13551, options [nop,nop,TS val 789088 ecr 1009013,nop,nop,sack 2 {47125:54265}{42841:45697},mptcp dss ack 1969216846], length 0
20:39:33.768425 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14144, options [nop,nop,TS val 789543 ecr 1009113,nop,nop,sack 1 {47125:58549},mptcp dss ack 1969216846], length 0
20:39:33.768690 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14144, options [nop,nop,TS val 789543 ecr 1009113,nop,nop,sack 1 {47125:58549},mptcp dss ack 1969216846], length 0
20:39:33.897671 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13688, options [nop,nop,TS val 789187 ecr 1009113,nop,nop,sack 1 {47125:54265},mptcp dss ack 1969216846], length 0
20:39:33.939960 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14327, options [nop,nop,TS val 789715 ecr 1009113,nop,nop,sack 1 {47125:59977},mptcp dss ack 1969216846], length 0
20:39:33.940250 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14327, options [nop,nop,TS val 789715 ecr 1009113,nop,nop,sack 1 {47125:59977},mptcp dss ack 1969216846], length 0
20:39:34.056328 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14464, options [nop,nop,TS val 789832 ecr 1009113,nop,nop,sack 1 {47125:61405},mptcp dss ack 1969216846], length 0
20:39:34.056647 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14464, options [nop,nop,TS val 789832 ecr 1009113,nop,nop,sack 1 {47125:61405},mptcp dss ack 1969216846], length 0
20:39:34.081237 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 13825, options [nop,nop,TS val 789312 ecr 1009113,nop,nop,sack 1 {47125:55693},mptcp dss ack 1969216846], length 0
20:39:34.141675 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14007, options [nop,nop,TS val 789437 ecr 1009113,nop,nop,sack 1 {47125:57121},mptcp dss ack 1969216846], length 0
20:39:34.149686 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14600, options [nop,nop,TS val 789925 ecr 1009637,mptcp dss ack 1969216846], length 0
20:39:34.150025 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14600, options [nop,nop,TS val 789925 ecr 1009637,mptcp dss ack 1969216846], length 0
20:39:34.272220 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14144, options [nop,nop,TS val 789543 ecr 1009113,nop,nop,sack 1 {47125:58549},mptcp dss ack 1969216846], length 0
20:39:34.325934 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14737, options [nop,nop,TS val 790101 ecr 1009637,nop,nop,sack 1 {62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.326250 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14737, options [nop,nop,TS val 790101 ecr 1009637,nop,nop,sack 1 {62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.368442 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14327, options [nop,nop,TS val 789715 ecr 1009113,nop,nop,sack 1 {47125:59977},mptcp dss ack 1969216846], length 0
20:39:34.458598 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14920, options [nop,nop,TS val 790233 ecr 1009637,nop,nop,sack 2 {65689:67117}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.458869 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14920, options [nop,nop,TS val 790233 ecr 1009637,nop,nop,sack 2 {65689:67117}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.519173 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 45697, win 14464, options [nop,nop,TS val 789832 ecr 1009113,nop,nop,sack 1 {47125:61405},mptcp dss ack 1969216846], length 0
20:39:34.567105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15057, options [nop,nop,TS val 790341 ecr 1009637,nop,nop,sack 2 {65689:68545}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.567424 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15057, options [nop,nop,TS val 790341 ecr 1009637,nop,nop,sack 2 {65689:68545}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.659098 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15239, options [nop,nop,TS val 790427 ecr 1009637,nop,nop,sack 2 {65689:69973}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.659412 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15239, options [nop,nop,TS val 790427 ecr 1009637,nop,nop,sack 2 {65689:69973}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.706701 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14600, options [nop,nop,TS val 789925 ecr 1009637,mptcp dss ack 1969216846], length 0
20:39:34.772587 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15376, options [nop,nop,TS val 790548 ecr 1009637,nop,nop,sack 2 {65689:71401}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.772904 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15376, options [nop,nop,TS val 790548 ecr 1009637,nop,nop,sack 2 {65689:71401}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.822973 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14737, options [nop,nop,TS val 790101 ecr 1009637,nop,nop,sack 1 {62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.881467 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15467, options [nop,nop,TS val 790630 ecr 1009637,nop,nop,sack 2 {65689:72829}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.881777 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15467, options [nop,nop,TS val 790630 ecr 1009637,nop,nop,sack 2 {65689:72829}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.998742 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15695, options [nop,nop,TS val 790774 ecr 1009637,nop,nop,sack 2 {65689:74257}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:34.999054 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15695, options [nop,nop,TS val 790774 ecr 1009637,nop,nop,sack 2 {65689:74257}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.047927 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 14920, options [nop,nop,TS val 790233 ecr 1009637,nop,nop,sack 2 {65689:67117}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.104015 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15878, options [nop,nop,TS val 790880 ecr 1009637,nop,nop,sack 2 {65689:75685}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.104280 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15878, options [nop,nop,TS val 790880 ecr 1009637,nop,nop,sack 2 {65689:75685}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.138427 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15057, options [nop,nop,TS val 790341 ecr 1009637,nop,nop,sack 2 {65689:68545}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.209264 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 16060, options [nop,nop,TS val 790985 ecr 1009637,nop,nop,sack 2 {65689:77113}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.209539 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 16060, options [nop,nop,TS val 790985 ecr 1009637,nop,nop,sack 2 {65689:77113}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.262009 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15239, options [nop,nop,TS val 790427 ecr 1009637,nop,nop,sack 2 {65689:69973}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.347313 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 64261, win 16197, options [nop,nop,TS val 791122 ecr 1011583,nop,nop,sack 1 {65689:77113},mptcp dss ack 1969216846], length 0
20:39:35.347618 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 64261, win 16197, options [nop,nop,TS val 791122 ecr 1011583,nop,nop,sack 1 {65689:77113},mptcp dss ack 1969216846], length 0
20:39:35.384686 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15376, options [nop,nop,TS val 790548 ecr 1009637,nop,nop,sack 2 {65689:71401}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.465506 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 77113, win 16380, options [nop,nop,TS val 791242 ecr 1011674,mptcp dss ack 1969216846], length 0
20:39:35.465771 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 77113, win 16380, options [nop,nop,TS val 791242 ecr 1011674,mptcp dss ack 1969216846], length 0
20:39:35.556020 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15467, options [nop,nop,TS val 790630 ecr 1009637,nop,nop,sack 2 {65689:72829}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.590217 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 78541, win 16517, options [nop,nop,TS val 791365 ecr 1011804,mptcp dss ack 1969216846], length 0
20:39:35.590544 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 78541, win 16517, options [nop,nop,TS val 791365 ecr 1011804,mptcp dss ack 1969216846], length 0
20:39:35.688643 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15695, options [nop,nop,TS val 790774 ecr 1009637,nop,nop,sack 2 {65689:74257}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.708469 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 79969, win 16699, options [nop,nop,TS val 791484 ecr 1011948,mptcp dss ack 1969231126], length 0
20:39:35.708741 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 79969, win 16699, options [nop,nop,TS val 791484 ecr 1011948,mptcp dss ack 1969231126], length 0
20:39:35.811125 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 15878, options [nop,nop,TS val 790880 ecr 1009637,nop,nop,sack 2 {65689:75685}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.815952 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 81397, win 16882, options [nop,nop,TS val 791591 ecr 1012177,mptcp dss ack 1969231126], length 0
20:39:35.816264 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 81397, win 16882, options [nop,nop,TS val 791591 ecr 1012177,mptcp dss ack 1969231126], length 0
20:39:35.878683 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 61405, win 16060, options [nop,nop,TS val 790985 ecr 1009637,nop,nop,sack 2 {65689:77113}{62833:64261},mptcp dss ack 1969216846], length 0
20:39:35.952209 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 82825, win 16973, options [nop,nop,TS val 791728 ecr 1012266,mptcp dss ack 1969231126], length 0
20:39:35.952520 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 82825, win 16973, options [nop,nop,TS val 791728 ecr 1012266,mptcp dss ack 1969231126], length 0
20:39:36.009035 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 64261, win 16197, options [nop,nop,TS val 791122 ecr 1011583,nop,nop,sack 1 {65689:77113},mptcp dss ack 1969216846], length 0
20:39:36.071673 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 84253, win 17155, options [nop,nop,TS val 791845 ecr 1012398,mptcp dss ack 1969231126], length 0
20:39:36.071937 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 84253, win 17155, options [nop,nop,TS val 791845 ecr 1012398,mptcp dss ack 1969231126], length 0
20:39:36.164288 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 77113, win 16380, options [nop,nop,TS val 791242 ecr 1011674,mptcp dss ack 1969216846], length 0
20:39:36.221868 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 85681, win 17338, options [nop,nop,TS val 791997 ecr 1012452,mptcp dss ack 1969328230], length 0
20:39:36.222201 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 85681, win 17338, options [nop,nop,TS val 791997 ecr 1012452,mptcp dss ack 1969328230], length 0
20:39:36.279093 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 78541, win 16517, options [nop,nop,TS val 791365 ecr 1011804,mptcp dss ack 1969216846], length 0
20:39:36.362238 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 87109, win 17612, options [nop,nop,TS val 792138 ecr 1012544,mptcp dss ack 1969398202], length 0
20:39:36.362556 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 87109, win 17612, options [nop,nop,TS val 792138 ecr 1012544,mptcp dss ack 1969398202], length 0
20:39:36.473352 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 88537, win 17749, options [nop,nop,TS val 792248 ecr 1012544,mptcp dss ack 1969398202], length 0
20:39:36.473709 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 88537, win 17749, options [nop,nop,TS val 792248 ecr 1012544,mptcp dss ack 1969398202], length 0
20:39:36.508104 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 79969, win 16699, options [nop,nop,TS val 791484 ecr 1011948,mptcp dss ack 1969231126], length 0
20:39:36.608831 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 81397, win 16882, options [nop,nop,TS val 791591 ecr 1012177,mptcp dss ack 1969231126], length 0
20:39:36.669714 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 89965, win 17885, options [nop,nop,TS val 792445 ecr 1012699,mptcp dss ack 1969398202], length 0
20:39:36.669947 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 89965, win 17885, options [nop,nop,TS val 792445 ecr 1012699,mptcp dss ack 1969398202], length 0
20:39:36.789899 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 82825, win 16973, options [nop,nop,TS val 791728 ecr 1012266,mptcp dss ack 1969231126], length 0
20:39:36.808304 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 91393, win 18114, options [nop,nop,TS val 792585 ecr 1012814,mptcp dss ack 1969398202], length 0
20:39:36.808614 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 91393, win 18114, options [nop,nop,TS val 792585 ecr 1012814,mptcp dss ack 1969398202], length 0
20:39:36.922848 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 84253, win 17155, options [nop,nop,TS val 791845 ecr 1012398,mptcp dss ack 1969231126], length 0
20:39:36.949639 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 92821, win 18296, options [nop,nop,TS val 792725 ecr 1013044,mptcp dss ack 1969398202], length 0
20:39:36.949898 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 92821, win 18296, options [nop,nop,TS val 792725 ecr 1013044,mptcp dss ack 1969398202], length 0
20:39:36.977467 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 85681, win 17338, options [nop,nop,TS val 791997 ecr 1012452,mptcp dss ack 1969328230], length 0
20:39:37.077776 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 94249, win 18433, options [nop,nop,TS val 792853 ecr 1013144,mptcp dss ack 1969398202], length 0
20:39:37.078119 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 94249, win 18433, options [nop,nop,TS val 792853 ecr 1013144,mptcp dss ack 1969398202], length 0
20:39:37.118225 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 87109, win 17612, options [nop,nop,TS val 792138 ecr 1012544,mptcp dss ack 1969398202], length 0
20:39:37.189429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 95677, win 18570, options [nop,nop,TS val 792965 ecr 1013144,mptcp dss ack 1969398202], length 0
20:39:37.189688 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 95677, win 18570, options [nop,nop,TS val 792965 ecr 1013144,mptcp dss ack 1969398202], length 0
20:39:37.270951 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 88537, win 17749, options [nop,nop,TS val 792248 ecr 1012544,mptcp dss ack 1969398202], length 0
